phoenix_region_id,phoenix_region_name,counter,time_us,p_mw
1,region_compute,1,1477496381145873.000,109844.000
1,region_compute,1,1477496381146201.000,109844.000
1,region_compute,1,1477496381146528.000,109844.000
1,region_compute,1,1477496381146854.000,109844.000
1,region_compute,1,1477496381147184.000,109844.000
1,region_compute,1,1477496381147508.000,109844.000
1,region_compute,1,1477496381147835.000,109844.000
1,region_compute,1,1477496381148168.000,109844.000
1,region_compute,1,1477496381148495.000,109844.000
1,region_compute,1,1477496381148838.000,109844.000
1,region_compute,1,1477496381149168.000,109844.000
1,region_compute,1,1477496381149497.000,109844.000
1,region_compute,1,1477496381149836.000,109844.000
1,region_compute,1,1477496381150166.000,109844.000
1,region_compute,1,1477496381150490.000,109844.000
1,region_compute,1,1477496381150817.000,109844.000
1,region_compute,1,1477496381151147.000,109844.000
1,region_compute,1,1477496381151476.000,109844.000
1,region_compute,1,1477496381151798.000,109844.000
1,region_compute,1,1477496381152134.000,109844.000
1,region_compute,1,1477496381152459.000,109844.000
1,region_compute,1,1477496381152785.000,109844.000
1,region_compute,1,1477496381153118.000,109844.000
1,region_compute,1,1477496381153446.000,109844.000
1,region_compute,1,1477496381153772.000,109844.000
1,region_compute,1,1477496381154120.000,109844.000
1,region_compute,1,1477496381154445.000,109844.000
1,region_compute,1,1477496381154768.000,109844.000
1,region_compute,1,1477496381155116.000,109844.000
1,region_compute,1,1477496381155441.000,109844.000
1,region_compute,1,1477496381155765.000,109844.000
1,region_compute,1,1477496381156101.000,109844.000
1,region_compute,1,1477496381156425.000,109844.000
1,region_compute,1,1477496381156748.000,109844.000
1,region_compute,1,1477496381157085.000,109844.000
1,region_compute,1,1477496381157407.000,109844.000
1,region_compute,1,1477496381157732.000,109844.000
1,region_compute,1,1477496381158064.000,109844.000
1,region_compute,1,1477496381158392.000,109844.000
1,region_compute,1,1477496381158716.000,109844.000
1,region_compute,1,1477496381159046.000,109844.000
1,region_compute,1,1477496381159369.000,109844.000
1,region_compute,1,1477496381159694.000,109844.000
1,region_compute,1,1477496381160024.000,109844.000
1,region_compute,1,1477496381160364.000,109844.000
1,region_compute,1,1477496381160689.000,109844.000
1,region_compute,1,1477496381161019.000,109844.000
1,region_compute,1,1477496381161360.000,109844.000
1,region_compute,1,1477496381161684.000,109844.000
1,region_compute,1,1477496381162014.000,109844.000
1,region_compute,1,1477496381162344.000,109844.000
1,region_compute,1,1477496381165787.000,120699.000
1,region_compute,1,1477496381166137.000,120699.000
1,region_compute,1,1477496381166465.000,120699.000
1,region_compute,1,1477496381166792.000,120699.000
1,region_compute,1,1477496381167137.000,120699.000
1,region_compute,1,1477496381167465.000,120699.000
1,region_compute,1,1477496381167788.000,120699.000
1,region_compute,1,1477496381168124.000,120699.000
1,region_compute,1,1477496381168448.000,120699.000
1,region_compute,1,1477496381168776.000,120699.000
1,region_compute,1,1477496381169108.000,120699.000
1,region_compute,1,1477496381169434.000,120699.000
1,region_compute,1,1477496381169762.000,120699.000
1,region_compute,1,1477496381170094.000,120699.000
1,region_compute,1,1477496381170437.000,120699.000
1,region_compute,1,1477496381170764.000,120699.000
1,region_compute,1,1477496381171093.000,120699.000
1,region_compute,1,1477496381171434.000,120699.000
1,region_compute,1,1477496381171760.000,120699.000
1,region_compute,1,1477496381172089.000,120699.000
1,region_compute,1,1477496381172417.000,120699.000
1,region_compute,1,1477496381172744.000,120699.000
1,region_compute,1,1477496381173074.000,120699.000
1,region_compute,1,1477496381173397.000,120699.000
1,region_compute,1,1477496381173724.000,120699.000
1,region_compute,1,1477496381174057.000,120699.000
1,region_compute,1,1477496381174382.000,120699.000
1,region_compute,1,1477496381174706.000,120699.000
1,region_compute,1,1477496381175035.000,120699.000
1,region_compute,1,1477496381175359.000,120699.000
1,region_compute,1,1477496381175683.000,120699.000
1,region_compute,1,1477496381176013.000,120699.000
1,region_compute,1,1477496381176337.000,120699.000
1,region_compute,1,1477496381176681.000,120699.000
1,region_compute,1,1477496381177013.000,120699.000
1,region_compute,1,1477496381177337.000,120699.000
1,region_compute,1,1477496381177679.000,120699.000
1,region_compute,1,1477496381178009.000,120699.000
1,region_compute,1,1477496381178332.000,120699.000
1,region_compute,1,1477496381178658.000,120699.000
1,region_compute,1,1477496381178987.000,120699.000
1,region_compute,1,1477496381179311.000,120699.000
1,region_compute,1,1477496381179636.000,120699.000
1,region_compute,1,1477496381179968.000,120699.000
1,region_compute,1,1477496381180295.000,120699.000
1,region_compute,1,1477496381180849.000,120699.000
1,region_compute,1,1477496381181171.000,120699.000
1,region_compute,1,1477496381181513.000,120699.000
1,region_compute,1,1477496381181842.000,120699.000
1,region_compute,1,1477496381182165.000,120699.000
1,region_compute,1,1477496381182497.000,120699.000
1,region_compute,1,1477496381182827.000,120699.000
1,region_compute,1,1477496381183160.000,120699.000
1,region_compute,1,1477496381183486.000,120699.000
1,region_compute,1,1477496381183817.000,120699.000
1,region_compute,1,1477496381184141.000,120699.000
1,region_compute,1,1477496381184467.000,120699.000
1,region_compute,1,1477496381184803.000,120699.000
1,region_compute,1,1477496381185127.000,120699.000
1,region_compute,1,1477496381185453.000,120699.000
1,region_compute,1,1477496381185801.000,120699.000
1,region_compute,1,1477496381186125.000,120699.000
1,region_compute,1,1477496381186449.000,120699.000
1,region_compute,1,1477496381186795.000,120699.000
1,region_compute,1,1477496381187119.000,120699.000
1,region_compute,1,1477496381187442.000,120699.000
1,region_compute,1,1477496381187779.000,120699.000
1,region_compute,1,1477496381188103.000,120699.000
1,region_compute,1,1477496381188426.000,120699.000
1,region_compute,1,1477496381188758.000,120699.000
1,region_compute,1,1477496381189084.000,120699.000
1,region_compute,1,1477496381189409.000,120699.000
1,region_compute,1,1477496381189742.000,120699.000
1,region_compute,1,1477496381190069.000,120699.000
1,region_compute,1,1477496381190392.000,120699.000
1,region_compute,1,1477496381190720.000,120699.000
1,region_compute,1,1477496381191045.000,120699.000
1,region_compute,1,1477496381191368.000,120699.000
1,region_compute,1,1477496381191704.000,120699.000
1,region_compute,1,1477496381192046.000,120699.000
1,region_compute,1,1477496381192371.000,120699.000
1,region_compute,1,1477496381192701.000,120699.000
1,region_compute,1,1477496381193044.000,120699.000
1,region_compute,1,1477496381193369.000,120699.000
1,region_compute,1,1477496381193702.000,120699.000
1,region_compute,1,1477496381194025.000,120699.000
1,region_compute,1,1477496381194349.000,120699.000
1,region_compute,1,1477496381194680.000,120699.000
1,region_compute,1,1477496381195003.000,120699.000
1,region_compute,1,1477496381195327.000,120699.000
1,region_compute,1,1477496381195663.000,120699.000
1,region_compute,1,1477496381195987.000,120699.000
1,region_compute,1,1477496381196312.000,120699.000
1,region_compute,1,1477496381196646.000,120699.000
1,region_compute,1,1477496381196972.000,120699.000
1,region_compute,1,1477496381197295.000,120699.000
1,region_compute,1,1477496381197625.000,120699.000
1,region_compute,1,1477496381197949.000,120699.000
1,region_compute,1,1477496381198292.000,120699.000
1,region_compute,1,1477496381198626.000,120699.000
1,region_compute,1,1477496381198952.000,120699.000
1,region_compute,1,1477496381199291.000,120699.000
1,region_compute,1,1477496381199620.000,120699.000
1,region_compute,1,1477496381199945.000,120699.000
1,region_compute,1,1477496381200271.000,120699.000
1,region_compute,1,1477496381200607.000,120699.000
1,region_compute,1,1477496381200934.000,120699.000
1,region_compute,1,1477496381201259.000,120699.000
1,region_compute,1,1477496381201591.000,120699.000
1,region_compute,1,1477496381201914.000,120699.000
1,region_compute,1,1477496381202238.000,120699.000
1,region_compute,1,1477496381202567.000,120699.000
1,region_compute,1,1477496381202894.000,120699.000
1,region_compute,1,1477496381203217.000,120699.000
1,region_compute,1,1477496381203574.000,120699.000
1,region_compute,1,1477496381203900.000,120699.000
1,region_compute,1,1477496381204223.000,120699.000
1,region_compute,1,1477496381204567.000,120699.000
1,region_compute,1,1477496381204894.000,120699.000
1,region_compute,1,1477496381205219.000,120699.000
1,region_compute,1,1477496381205550.000,120699.000
1,region_compute,1,1477496381205873.000,120699.000
1,region_compute,1,1477496381206196.000,120699.000
1,region_compute,1,1477496381206527.000,120699.000
1,region_compute,1,1477496381206854.000,120699.000
1,region_compute,1,1477496381207176.000,120699.000
1,region_compute,1,1477496381207512.000,120699.000
1,region_compute,1,1477496381207834.000,120699.000
1,region_compute,1,1477496381208161.000,120699.000
1,region_compute,1,1477496381208495.000,120699.000
1,region_compute,1,1477496381208837.000,120699.000
1,region_compute,1,1477496381209160.000,120699.000
1,region_compute,1,1477496381209495.000,120699.000
1,region_compute,1,1477496381209835.000,120699.000
1,region_compute,1,1477496381210159.000,120699.000
1,region_compute,1,1477496381210491.000,120699.000
1,region_compute,1,1477496381210817.000,120699.000
1,region_compute,1,1477496381211143.000,120699.000
1,region_compute,1,1477496381211475.000,120699.000
1,region_compute,1,1477496381211798.000,120699.000
1,region_compute,1,1477496381212124.000,120699.000
1,region_compute,1,1477496381212458.000,120699.000
1,region_compute,1,1477496381212784.000,120699.000
1,region_compute,1,1477496381213111.000,120699.000
1,region_compute,1,1477496381213443.000,120699.000
1,region_compute,1,1477496381213765.000,120699.000
1,region_compute,1,1477496381214088.000,120699.000
1,region_compute,1,1477496381214418.000,120699.000
1,region_compute,1,1477496381214740.000,120699.000
1,region_compute,1,1477496381215081.000,120699.000
1,region_compute,1,1477496381215410.000,120699.000
1,region_compute,1,1477496381215734.000,120699.000
1,region_compute,1,1477496381216075.000,120699.000
1,region_compute,1,1477496381216404.000,120699.000
1,region_compute,1,1477496381216727.000,120699.000
1,region_compute,1,1477496381217056.000,120699.000
1,region_compute,1,1477496381217385.000,120699.000
1,region_compute,1,1477496381217713.000,120699.000
1,region_compute,1,1477496381218036.000,120699.000
1,region_compute,1,1477496381218372.000,120699.000
1,region_compute,1,1477496381218697.000,120699.000
1,region_compute,1,1477496381219023.000,120699.000
1,region_compute,1,1477496381219356.000,120699.000
1,region_compute,1,1477496381219684.000,120699.000
1,region_compute,1,1477496381220011.000,120699.000
1,region_compute,1,1477496381220359.000,120699.000
1,region_compute,1,1477496381220684.000,120699.000
1,region_compute,1,1477496381221006.000,120699.000
1,region_compute,1,1477496381221350.000,120699.000
1,region_compute,1,1477496381221677.000,120699.000
1,region_compute,1,1477496381222003.000,120699.000
1,region_compute,1,1477496381222339.000,120699.000
1,region_compute,1,1477496381222665.000,120699.000
1,region_compute,1,1477496381222995.000,120699.000
1,region_compute,1,1477496381223325.000,120699.000
1,region_compute,1,1477496381223654.000,120699.000
1,region_compute,1,1477496381223976.000,120699.000
1,region_compute,1,1477496381224308.000,120699.000
1,region_compute,1,1477496381224635.000,120699.000
1,region_compute,1,1477496381224961.000,120699.000
1,region_compute,1,1477496381225292.000,120699.000
1,region_compute,1,1477496381225635.000,120699.000
1,region_compute,1,1477496381225958.000,120699.000
1,region_compute,1,1477496381226292.000,120699.000
1,region_compute,1,1477496381226634.000,120699.000
1,region_compute,1,1477496381226958.000,120699.000
1,region_compute,1,1477496381227288.000,120699.000
1,region_compute,1,1477496381227616.000,120699.000
1,region_compute,1,1477496381227944.000,120699.000
1,region_compute,1,1477496381228273.000,120699.000
1,region_compute,1,1477496381228596.000,120699.000
1,region_compute,1,1477496381228921.000,120699.000
1,region_compute,1,1477496381229253.000,120699.000
1,region_compute,1,1477496381229579.000,120699.000
1,region_compute,1,1477496381229903.000,120699.000
1,region_compute,1,1477496381230231.000,120699.000
1,region_compute,1,1477496381230555.000,120699.000
1,region_compute,1,1477496381230877.000,120699.000
1,region_compute,1,1477496381231213.000,120699.000
1,region_compute,1,1477496381231540.000,120699.000
1,region_compute,1,1477496381231880.000,120699.000
1,region_compute,1,1477496381232210.000,120699.000
1,region_compute,1,1477496381232536.000,120699.000
1,region_compute,1,1477496381232876.000,120699.000
1,region_compute,1,1477496381233204.000,120699.000
1,region_compute,1,1477496381233529.000,120699.000
1,region_compute,1,1477496381233856.000,120699.000
1,region_compute,1,1477496381234186.000,120699.000
1,region_compute,1,1477496381234517.000,120699.000
1,region_compute,1,1477496381234840.000,120699.000
1,region_compute,1,1477496381235173.000,120699.000
1,region_compute,1,1477496381235497.000,120699.000
1,region_compute,1,1477496381235824.000,120699.000
1,region_compute,1,1477496381236156.000,120699.000
1,region_compute,1,1477496381236484.000,120699.000
1,region_compute,1,1477496381236810.000,120699.000
1,region_compute,1,1477496381237159.000,120699.000
1,region_compute,1,1477496381237484.000,120699.000
1,region_compute,1,1477496381237806.000,120699.000
1,region_compute,1,1477496381238155.000,120699.000
1,region_compute,1,1477496381238483.000,120699.000
1,region_compute,1,1477496381238806.000,120699.000
1,region_compute,1,1477496381239139.000,120699.000
1,region_compute,1,1477496381239464.000,120699.000
1,region_compute,1,1477496381239787.000,120699.000
1,region_compute,1,1477496381240122.000,120699.000
1,region_compute,1,1477496381240447.000,120699.000
1,region_compute,1,1477496381240774.000,120699.000
1,region_compute,1,1477496381241106.000,120699.000
1,region_compute,1,1477496381241433.000,120699.000
1,region_compute,1,1477496381241758.000,120699.000
1,region_compute,1,1477496381242090.000,120699.000
1,region_compute,1,1477496381242413.000,120699.000
1,region_compute,1,1477496381242739.000,120699.000
1,region_compute,1,1477496381243068.000,120699.000
1,region_compute,1,1477496381243411.000,120699.000
1,region_compute,1,1477496381243736.000,120699.000
1,region_compute,1,1477496381244064.000,120699.000
1,region_compute,1,1477496381244406.000,120699.000
1,region_compute,1,1477496381244732.000,120699.000
1,region_compute,1,1477496381245065.000,120699.000
1,region_compute,1,1477496381245391.000,120699.000
1,region_compute,1,1477496381245714.000,120699.000
1,region_compute,1,1477496381246044.000,120699.000
1,region_compute,1,1477496381246367.000,120699.000
1,region_compute,1,1477496381246692.000,120699.000
1,region_compute,1,1477496381247021.000,120699.000
1,region_compute,1,1477496381247343.000,120699.000
1,region_compute,1,1477496381247671.000,120699.000
1,region_compute,1,1477496381248001.000,120699.000
1,region_compute,1,1477496381248325.000,120699.000
1,region_compute,1,1477496381248649.000,120699.000
1,region_compute,1,1477496381248979.000,120699.000
1,region_compute,1,1477496381249302.000,120699.000
1,region_compute,1,1477496381249643.000,120699.000
1,region_compute,1,1477496381249973.000,120699.000
1,region_compute,1,1477496381250297.000,120699.000
1,region_compute,1,1477496381250639.000,120699.000
1,region_compute,1,1477496381250971.000,120699.000
1,region_compute,1,1477496381251294.000,120699.000
1,region_compute,1,1477496381251619.000,120699.000
1,region_compute,1,1477496381251948.000,120699.000
1,region_compute,1,1477496381252272.000,120699.000
1,region_compute,1,1477496381252596.000,120699.000
1,region_compute,1,1477496381252927.000,120699.000
1,region_compute,1,1477496381253255.000,120699.000
1,region_compute,1,1477496381253582.000,120699.000
1,region_compute,1,1477496381253916.000,120699.000
1,region_compute,1,1477496381254242.000,120699.000
1,region_compute,1,1477496381254568.000,120699.000
1,region_compute,1,1477496381254915.000,120699.000
1,region_compute,1,1477496381255243.000,120699.000
1,region_compute,1,1477496381255566.000,120699.000
1,region_compute,1,1477496381255915.000,120699.000
1,region_compute,1,1477496381256238.000,120699.000
1,region_compute,1,1477496381256562.000,120699.000
1,region_compute,1,1477496381256899.000,120699.000
1,region_compute,1,1477496381257224.000,120699.000
1,region_compute,1,1477496381257546.000,120699.000
1,region_compute,1,1477496381257883.000,120699.000
1,region_compute,1,1477496381258205.000,120699.000
1,region_compute,1,1477496381258532.000,120699.000
1,region_compute,1,1477496381258864.000,120699.000
1,region_compute,1,1477496381259190.000,120699.000
1,region_compute,1,1477496381259515.000,120699.000
1,region_compute,1,1477496381259844.000,120699.000
1,region_compute,1,1477496381260167.000,120699.000
1,region_compute,1,1477496381260491.000,120699.000
1,region_compute,1,1477496381260819.000,120699.000
1,region_compute,1,1477496381261159.000,120699.000
1,region_compute,1,1477496381261485.000,120699.000
1,region_compute,1,1477496381261815.000,120699.000
1,region_compute,1,1477496381262155.000,120699.000
1,region_compute,1,1477496381265791.000,134472.000
1,region_compute,1,1477496381266123.000,134472.000
1,region_compute,1,1477496381266468.000,134472.000
1,region_compute,1,1477496381266792.000,134472.000
1,region_compute,1,1477496381267125.000,134472.000
1,region_compute,1,1477496381267456.000,134472.000
1,region_compute,1,1477496381267783.000,134472.000
1,region_compute,1,1477496381268112.000,134472.000
1,region_compute,1,1477496381268438.000,134472.000
1,region_compute,1,1477496381268763.000,134472.000
1,region_compute,1,1477496381269096.000,134472.000
1,region_compute,1,1477496381269423.000,134472.000
1,region_compute,1,1477496381269748.000,134472.000
1,region_compute,1,1477496381270081.000,134472.000
1,region_compute,1,1477496381270404.000,134472.000
1,region_compute,1,1477496381270728.000,134472.000
1,region_compute,1,1477496381271058.000,134472.000
1,region_compute,1,1477496381271381.000,134472.000
1,region_compute,1,1477496381271723.000,134472.000
1,region_compute,1,1477496381272053.000,134472.000
1,region_compute,1,1477496381272377.000,134472.000
1,region_compute,1,1477496381272724.000,134472.000
1,region_compute,1,1477496381273055.000,134472.000
1,region_compute,1,1477496381273382.000,134472.000
1,region_compute,1,1477496381273708.000,134472.000
1,region_compute,1,1477496381274038.000,134472.000
1,region_compute,1,1477496381274362.000,134472.000
1,region_compute,1,1477496381274688.000,134472.000
1,region_compute,1,1477496381275018.000,134472.000
1,region_compute,1,1477496381275340.000,134472.000
1,region_compute,1,1477496381275665.000,134472.000
1,region_compute,1,1477496381275997.000,134472.000
1,region_compute,1,1477496381276323.000,134472.000
1,region_compute,1,1477496381276651.000,134472.000
1,region_compute,1,1477496381277000.000,134472.000
1,region_compute,1,1477496381277323.000,134472.000
1,region_compute,1,1477496381277652.000,134472.000
1,region_compute,1,1477496381278001.000,134472.000
1,region_compute,1,1477496381278323.000,134472.000
1,region_compute,1,1477496381278648.000,134472.000
1,region_compute,1,1477496381278979.000,134472.000
1,region_compute,1,1477496381279303.000,134472.000
1,region_compute,1,1477496381279632.000,134472.000
1,region_compute,1,1477496381279962.000,134472.000
1,region_compute,1,1477496381280286.000,134472.000
1,region_compute,1,1477496381280613.000,134472.000
1,region_compute,1,1477496381280945.000,134472.000
1,region_compute,1,1477496381281272.000,134472.000
1,region_compute,1,1477496381281598.000,134472.000
1,region_compute,1,1477496381281931.000,134472.000
1,region_compute,1,1477496381282253.000,134472.000
1,region_compute,1,1477496381282577.000,134472.000
1,region_compute,1,1477496381282907.000,134472.000
1,region_compute,1,1477496381283251.000,134472.000
1,region_compute,1,1477496381283573.000,134472.000
1,region_compute,1,1477496381283903.000,134472.000
1,region_compute,1,1477496381284246.000,134472.000
1,region_compute,1,1477496381284572.000,134472.000
1,region_compute,1,1477496381284905.000,134472.000
1,region_compute,1,1477496381285231.000,134472.000
1,region_compute,1,1477496381285554.000,134472.000
1,region_compute,1,1477496381285883.000,134472.000
1,region_compute,1,1477496381286207.000,134472.000
1,region_compute,1,1477496381286531.000,134472.000
1,region_compute,1,1477496381286859.000,134472.000
1,region_compute,1,1477496381287183.000,134472.000
1,region_compute,1,1477496381287511.000,134472.000
1,region_compute,1,1477496381287843.000,134472.000
1,region_compute,1,1477496381288175.000,134472.000
1,region_compute,1,1477496381288518.000,134472.000
1,region_compute,1,1477496381288848.000,134472.000
1,region_compute,1,1477496381289172.000,134472.000
1,region_compute,1,1477496381289514.000,134472.000
1,region_compute,1,1477496381289844.000,134472.000
1,region_compute,1,1477496381290167.000,134472.000
1,region_compute,1,1477496381290497.000,134472.000
1,region_compute,1,1477496381290827.000,134472.000
1,region_compute,1,1477496381291149.000,134472.000
1,region_compute,1,1477496381291476.000,134472.000
1,region_compute,1,1477496381291812.000,134472.000
1,region_compute,1,1477496381292135.000,134472.000
1,region_compute,1,1477496381292463.000,134472.000
1,region_compute,1,1477496381292796.000,134472.000
1,region_compute,1,1477496381293122.000,134472.000
1,region_compute,1,1477496381293449.000,134472.000
1,region_compute,1,1477496381293798.000,134472.000
1,region_compute,1,1477496381294122.000,134472.000
1,region_compute,1,1477496381294448.000,134472.000
1,region_compute,1,1477496381294794.000,134472.000
1,region_compute,1,1477496381295118.000,134472.000
1,region_compute,1,1477496381295443.000,134472.000
1,region_compute,1,1477496381295778.000,134472.000
1,region_compute,1,1477496381296102.000,134472.000
1,region_compute,1,1477496381296425.000,134472.000
1,region_compute,1,1477496381296761.000,134472.000
1,region_compute,1,1477496381297084.000,134472.000
1,region_compute,1,1477496381297411.000,134472.000
1,region_compute,1,1477496381297742.000,134472.000
1,region_compute,1,1477496381298068.000,134472.000
1,region_compute,1,1477496381298390.000,134472.000
1,region_compute,1,1477496381298723.000,134472.000
1,region_compute,1,1477496381299046.000,134472.000
1,region_compute,1,1477496381299369.000,134472.000
1,region_compute,1,1477496381299699.000,134472.000
1,region_compute,1,1477496381300039.000,134472.000
1,region_compute,1,1477496381300362.000,134472.000
1,region_compute,1,1477496381300693.000,134472.000
1,region_compute,1,1477496381301034.000,134472.000
1,region_compute,1,1477496381301358.000,134472.000
1,region_compute,1,1477496381301688.000,134472.000
1,region_compute,1,1477496381302015.000,134472.000
1,region_compute,1,1477496381302341.000,134472.000
1,region_compute,1,1477496381302672.000,134472.000
1,region_compute,1,1477496381302995.000,134472.000
1,region_compute,1,1477496381303320.000,134472.000
1,region_compute,1,1477496381303657.000,134472.000
1,region_compute,1,1477496381303982.000,134472.000
1,region_compute,1,1477496381304308.000,134472.000
1,region_compute,1,1477496381304640.000,134472.000
1,region_compute,1,1477496381304964.000,134472.000
1,region_compute,1,1477496381305287.000,134472.000
1,region_compute,1,1477496381305618.000,134472.000
1,region_compute,1,1477496381305942.000,134472.000
1,region_compute,1,1477496381306281.000,134472.000
1,region_compute,1,1477496381306612.000,134472.000
1,region_compute,1,1477496381306936.000,134472.000
1,region_compute,1,1477496381307275.000,134472.000
1,region_compute,1,1477496381307603.000,134472.000
1,region_compute,1,1477496381307927.000,134472.000
1,region_compute,1,1477496381308254.000,134472.000
1,region_compute,1,1477496381308584.000,134472.000
1,region_compute,1,1477496381308912.000,134472.000
1,region_compute,1,1477496381309238.000,134472.000
1,region_compute,1,1477496381309571.000,134472.000
1,region_compute,1,1477496381309895.000,134472.000
1,region_compute,1,1477496381310220.000,134472.000
1,region_compute,1,1477496381310553.000,134472.000
1,region_compute,1,1477496381310880.000,134472.000
1,region_compute,1,1477496381311203.000,134472.000
1,region_compute,1,1477496381311537.000,134472.000
1,region_compute,1,1477496381311860.000,134472.000
1,region_compute,1,1477496381312183.000,134472.000
1,region_compute,1,1477496381312535.000,134472.000
1,region_compute,1,1477496381312862.000,134472.000
1,region_compute,1,1477496381313188.000,134472.000
1,region_compute,1,1477496381313535.000,134472.000
1,region_compute,1,1477496381313862.000,134472.000
1,region_compute,1,1477496381314185.000,134472.000
1,region_compute,1,1477496381314522.000,134472.000
1,region_compute,1,1477496381314844.000,134472.000
1,region_compute,1,1477496381315170.000,134472.000
1,region_compute,1,1477496381315503.000,134472.000
1,region_compute,1,1477496381315830.000,134472.000
1,region_compute,1,1477496381316153.000,134472.000
1,region_compute,1,1477496381316484.000,134472.000
1,region_compute,1,1477496381316808.000,134472.000
1,region_compute,1,1477496381317131.000,134472.000
1,region_compute,1,1477496381317462.000,134472.000
1,region_compute,1,1477496381317802.000,134472.000
1,region_compute,1,1477496381318126.000,134472.000
1,region_compute,1,1477496381318457.000,134472.000
1,region_compute,1,1477496381318800.000,134472.000
1,region_compute,1,1477496381319125.000,134472.000
1,region_compute,1,1477496381319459.000,134472.000
1,region_compute,1,1477496381319789.000,134472.000
1,region_compute,1,1477496381320113.000,134472.000
1,region_compute,1,1477496381320444.000,134472.000
1,region_compute,1,1477496381320767.000,134472.000
1,region_compute,1,1477496381321090.000,134472.000
1,region_compute,1,1477496381321419.000,134472.000
1,region_compute,1,1477496381321742.000,134472.000
1,region_compute,1,1477496381322067.000,134472.000
1,region_compute,1,1477496381322399.000,134472.000
1,region_compute,1,1477496381322722.000,134472.000
1,region_compute,1,1477496381323046.000,134472.000
1,region_compute,1,1477496381323375.000,134472.000
